post content,leavemessage content,num of content likes,post_time,num of posts,num of followers,num of follows,num of tags,avg response,one month posts
"撥雲見日之後就好好的燦笑啦！??
轉個念頭踏出步伐世界就變了。
世界、眼界、心靈、生活、目標。
-
那天聽到善維無意間說出自己第一次上百岳的逗趣回憶，開始想了想自己的經驗。
一開始登百岳是七年前，一大群人在嘉明湖畔紮營玩水鹿，獨自環繞一圈，靜坐在對面沒有人煙的山頭，閉上雙眼靜下心，深呼吸再張眼看看周圍的一切，第一次呼吸到3000公尺高的稀薄空氣，那一刻才知道：站上了山頭，人生就變了。

後來幾座百岳許多懵懂與新鮮的感覺記憶猶新，當時也還找不到幾個戶外狂熱者，三兩人安排好就上山了，只知道自己要好好的繼續走下去，因為值得。

這兩年的盛行，結識了好多好愛山的朋友，大夥一起上山，熱鬧的同時對於山野的熟悉給予自己的領悟與體悟更加深刻，化解許多苦蹲在都市產生的性情與心理問題。但，仍沒想過有一天上山，僅僅是一瞬間的念頭 - 僅僅是那種好似走上頂樓就能看到美景的心情。
-
在所有配備和車子都在台北的狀態，一個下午朋友們大力幫助下湊足了裝備，騎了機車就上山。上一次機車上山已經是三年前的事情了，前前後後上到武嶺不下十幾二十次，但是，一旦天時地利人和都在重新出發時，一切都會被賦予新的意義。
-
讓快樂的事件延燒他的快樂，持續經營值得在時間裡保留的。
-
一趟比預期還要豐富的長途路程，從夕陽西下騎到黑夜，從短袖騎到三層外衣，滿天星斗與清爽的空氣，一路講解一路分享一路讚嘆那無比廣闊的星空，直到我們終於停下車，仰頭一望，長嘆一口氣，被一整片繁星掩埋的我們就快到了，上到山頂就到了，以往夜爬百岳的經驗造就這一趟的成功，這些成果建構在挑戰與經驗之上，這般良性循環，一旦跨了出去，就停不下來了！追流星雨追上百岳，就這麼開始。
-
遊走過各個轉捩點才意識到，每年都在異地漂泊的人生中，變化總是大過於本初的計劃，面對問題與轉變早已經淡然習慣，就這樣吧，永遠不會知道生命下一步的安排，只是笑容一定會為我們帶來好運！ Good things come to those who smile. ??","shyang.jack
超美的..羨慕~
70 週回覆
ddy323
喜歡你的文字內容和照片！ 發自內心的佩服和羨慕！ 以前總是有太多事和理由阻礙……其實這也是藉口！ 但近期決定拋開一切來趟騎車環島旅行！來真正體驗豐富的人生和台灣的美！
70 週1 個讚回覆
shihroams
台灣百岳太美??????
70 週1 個讚回覆
florapenguin
喜歡你的文，自己也正在找爬山愛好者～～～哈！這條路真的不容易呢！但會愈來愈順利的！謝謝你這麼激勵人心的文字??????
70 週2 個讚回覆
laijack512
哇 夜晚上中橫 太猛了
70 週1 個讚回覆
crows2ero
真美！
70 週1 個讚回覆
l.l.jimny
自由奔放，可以??
70 週1 個讚回覆
chachung_
@george2003 怎麼是你??
70 週回覆
jackysojackyso
beautiful
70 週回覆
rocean___
#traveltaiwan #bpintaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #exploretocreate #artofvisuals #fatalframes #visualambassadors #streetdramsmag #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
64 週回覆
annaruggeri_
Bella ??
64 週回覆
rocean___
#rocean上山了
50 週回覆",430,2018/8/21,1648,12,822,302,5,54
"這個晚上，眼簾一片無垠深藍帶來的，幸福早已超乎我們的預期。
-
在僅僅七度的百岳山頭，全然舒坦地躺在一片星空下，感官知覺變得敏感，乾冷的空氣裡吹著乾草香，輕拂劃過我們冰涼的臉龐，舌尖含著原住民濃烈的小米酒，暖意從心頭流向四隻，放眼望著天空，即使氧氣些許的稀薄，腦海早已放下世事的無常滄桑，回歸平順的呼吸。對話的過程，從原本至少20顆、到50半百、過66大順、最後數到第76顆流星，黑夜裡，我們呼吸急促了起來，面對宇宙給予的機會，一連串的驚呼與喜悅，望著對方，滿溢著笑容，這是我們選擇的生活，生命中的機會與運氣不巧地被我們掌握了，成了一個新的起點，一個新的視角看待自己的生命和歷程，這個夜裡，眼前一切如此清晰明亮，如此安然舒適，美得令人屏息。","an316xx
好美
70 週1 個讚回覆
yiterlin
So nice
70 週1 個讚回覆
eason_by_eason
令人嚮往～(^^)
70 週1 個讚回覆
mynameisreason
好美
70 週1 個讚回覆
chiaohc
你好，想請問帳篷是哪一間的？什麼型號的？謝謝呀
70 週回覆
foodbaby
Wowowowow
68 週回覆
rocean___
#traveltaiwan #bpintaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #exploretocreate #artofvisuals #fatalframes #visualambassadors #streetdramsmag #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
64 週回覆
rocean___
#rocean住帳篷
50 週回覆",555,2018/8/18,1648,12,822,302,5,54
"來到花蓮散心後，認識了幾個新朋友，於我來說，這些交情是無可比擬的，僅管相互不熟識，不同國籍講著同一種語言，無形之中我們從對方身上感受到了很多新鮮的生活狀態。在幾天的攀岩溯溪紮營過程，我們有過談心交流與辯論，路有好的有困難的，每一條自己選擇的道路上，有著好多深刻的感受，或許有時候喜歡分享，而有時候想把一切靜靜的留在心裡。
-
One day she discovered that she was fierce, and strong, and full of fire, and that not even she could hold herself back because her passion burned brighter than her fears.
-
這兩位美國模樣台灣靈魂的人物，給予我一堂更深層看到自己無限可能性的貴人。原來有更多的可能性，在這片土地在自己身上，可能大家對於帶給對方的影響沒有特別的感覺，仍然由衷感謝一切的發生，與一切事物的連結。","pengzhou_chen
他們有沙發衝浪的需求嗎
71 週回覆
chelsea0190
屁屁好性感>< (看錯重點
71 週回覆
eric_526xx
好棒的生活??
71 週回覆
yms1214
第三個影片
還好如果跌下去還算安全！???? 外國人我覺得一個很棒的
他們會讓你自己嘗試
真的不行再輔助你
自己學會抓魚
71 週1 個讚回覆
yms1214
最後一個影片好想看他怎麼突破關卡哦～～
爬上去是要高繞還是挑戰自己？
71 週1 個讚回覆
jennifer771119
好棒！有機會要跟你一起溯溯
70 週1 個讚回覆
upsman
花蓮就是這麼棒
70 週1 個讚回覆
porsche20120317
好厲害
70 週回覆
rocean___
#traveltaiwan #taiwan1 #mountain #wanderer #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #visualambassadors #streetdramsmag #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
rocean___
#rocean溯溪 #rocean攀岩
50 週回覆",345,2018/8/16,1648,12,822,302,5,54
"I want no ordinary lifestyle. I want sleepless nights and endless conversations at 4 am. I want passion, I want madness, I want wildness.
在花蓮的沙灘紮營，風好舒服好舒服、大聲唱歌、對著海洋說話、被浪花打、練倒立、在沙子裡翻滾、耍憨、一直笑...
-
Maybe I’ll never cause you the same hurt that you had caused me. Maybe that was the awfulness of it all. Maybe I just wanted to forget. Forget the way that you had taken my joy and twisted it into something ugly. Maybe I wanted to relearn to hope and love and to not be scared of it all. Maybe I just wanted to move on and let go of whatever was making me hold on.","indysents
我還是希望可以睡6小時以上所以。。。。下次搭帳謹慎的離你們半個峽谷好了
70 週回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #campinglife #Camping #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #vacations #passion #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
rexdavisphoto
Beautiful capture ??
56 週回覆
rocean___
#rocean住帳篷
50 週回覆",447,2018/8/16,1648,12,822,302,5,54
"花蓮砂婆礑 - 溯溪可以很大眾也可以很有技巧 每個人選擇適合自己的路線與方式 -
-
到花蓮跟溯溪團出門的話，人最多的應該就是砂婆礑了，同一個區塊最多甚至可以到百人，每個人穿著七彩救生衣跟頭盔塞滿了整個河道，但是溯溪團帶的路線， #自由溯溪人 走個10分鐘就可以走完了！甚至還走到了更多仙境般的自然場景現場。這個時候很多的問題就出現了...
/
#自由溯溪人?溯溪指南 題外話 比較跟商業團溯溪跟自由溯溪人？ -
溯溪要不要跟商業溯溪團這個問題，我們就簡單的做個對比給大家參考參考，兩者性質相當不同，也跟每個人想要從溯溪中得到的收穫而有所不同。

也像是登山是否要跟登山團、出國旅遊要不要跟旅行團一樣，在資訊越來越發達、年輕人越來越勇於嘗試探索的時代，我們吸收得越多、身邊有越來越多的戶外挑戰人士聚集後，我們互相討論分享，這些答案很自然的就會獲得解決。 -
-
????安全考量：每個人，安全敏感程度、勇敢冒險的程度、體力與肌力的程度、對溪流的接受度、既有的知識與認知，都不同。
在安全考量下，要選擇跟商業團溯溪還是成為一個自由溯溪人，都是每個人自己的決定，在大自然中沒有一種模式是必然會沒事的，就算是我們或是原住民長期接觸溪水的人們也是必然要有安全考量。一但決定好要怎麼踏出去，就必然要對自己負責，安全是決定的都在每個人的自我意識跟認知！ -
-
????溯溪的路線考量：大部分的溪谷都不會有告示牌，跟著對地形溪流比較了解的人同行，行走上更輕鬆且快速。領隊可以是素溪團教練、也可以是去過的人，有時候幸運的話會看到綁在樹上的登山布條或是搭在溪邊石頭上的石堆。但是有一個驚人的發現！現在已經有一個很完整的全台溯溪路線圖了！有興趣的朋友可以期待之後的文章喲！ -
-
????溯溪過程中的活動自由度：跟商業溯溪團溯溪的優點是全身上下的裝備很齊全，包括救生衣跟岩盔，每次跟商業團只要人到跟著出去玩就好，教練也會告訴大家哪裡可以排隊跳水、玩水，拍照的部分就是全副武裝。 自由溯溪人的部分，因為一兩次的經驗，讓我們開始無法脫離這些挑戰，我們開始會有自己的溯溪鞋等裝備，不僅確保不用共用別人用過的或是老舊的裝備，更方便的就是在這個「說走就走的年代」我們不用再花上多時的時間或是金錢去租借裝備，在溯溪的過程是絕對自由的，沒有任何壓力或束縛，或許我們想多在某個清澈的潭裡玩水、或許我們想好好錄製一段跟朋友的溯溪或是跳水的行程，我們會有更多彈性的時間去完成。 -
-
????溯溪過程中是否想要玩一些從瀑布攀登或是垂降的活動？
專業的攀岩或是溯登活動是必然建議需要專業的授課證照、及教練再進行， 凡一切專業戶外肢體運動我們都建議大家建立正確的知識、姿勢、模式再嘗試。特別針對高危險的戶外運動 (攀岩、跳傘、潛水...ect)。","_hsingyaliao_
蠻深的耶
71 週1 個讚回覆
airofwant
期待後續文章
71 週1 個讚回覆
arielchen38
@tiffanyya8 @v8248
71 週1 個讚回覆
annaruggeri_
????
64 週回覆
rocean___
#rocean溯溪
50 週回覆
rocean___
#roceanlifestyle
50 週1 個讚回覆",484,2018/8/12,1648,12,822,302,5,54
"三棧北溪 - 花蓮的溪溯過就回不了頭了
/
這幾年在台灣獨紮營獨溯溪獨自戶外的經驗已經數不清了，但在花蓮這麼多的大溪流裡這還是第一次，行走在壯麗的陡壁深谷中，獨自一人面對迎面而來的一切，如此的清晰、如此的壯闊、如此的脆弱又如此的堅強。
-
一切的感官回到最原始的模式，雙手觸摸著大地、為眼前的清澈感動、聽著一路溪水潺流、放空卻專注的異動肌肉、讓腳底的肌膚感受石壁上太陽的溫熱，花蓮的溪谷就是這個感覺吧，解放一切回到野生中的野生，無時無刻都在連結自然，好好的呼吸。
-
從登山口到第一個深潭的距離已經很值得讓人體驗花蓮地形的奧妙，沿著河道一路走水路上升大約一個小時半，每一個轉彎的地方其實都有高繞山路，截彎取直，如果想要快速趕上進度，不瞞大家說，北溪一整趟路都有山路藏在山林裡，只要記得注意自己的安全，帶上山的東西都要帶下山，最後敞開心胸用心去體會，經驗會讓一切另人感嘆的經歷一併帶入靈魂。
-
生存於大自然之中，渺小的身軀微不足道的悲傷，笑不出來就別笑了吧，有時候我們已經沒有辦法再一如往常對身邊的事情激起興趣，放空心靈放慢步調，靜默等待吧僅管無常，讓值得的事情穩穩的留在心底，生命會看到我們的努力。","819_________
超美的 真的回不了頭
71 週1 個讚回覆
tpuqu
棒
71 週1 個讚回覆
chenyue.d
好棒
71 週1 個讚回覆
koala1216
超讚
71 週1 個讚回覆
vv_wanderlust
偶像??????
71 週1 個讚回覆
yiterlin
太美了，正想14日從台北去那裡玩水勒
71 週1 個讚回覆
ying_9892
#女神姐姐真漂亮????♀?????♀??? #女神姐姐真漂亮????♀?????♀??? ???????13763092563?????????yy-22688??
70 週回覆
cancall7942
順著河道走嗎
70 週回覆
rocean___
#traveltaiwan #bpintaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #exploretocreate #artofvisuals #fatalframes #visualambassadors #streetdramsmag #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
64 週回覆
rocean___
#rocean溯溪
50 週回覆",844,2018/8/12,1648,12,822,302,5,54
"{ #自由溯溪人?溯溪指南 } // 我想成為自由溯溪人 第三課！ //
-
久違了！！這一堂課大概一次可以 #解決大部分人的問題！ 如果你剛開始嘗試溯溪，快看前兩堂，或是針對溯溪有什麼問題，可以提出來問我，我會一則一則紀錄，再來分享給大家喲！廢話不多說馬上進入正題！
/
??怎麼計畫一趟行程？
溯溪是所有戶外運動中我最喜歡的一個部分！ (謎之音:因為最省錢) 威～ 因為溯溪本身就是走一個刺激的運動路線，如果前兩課看完確定要挑戰，我們就可以開始計畫了！而 #計劃是溯溪最重要的部分！
-
1. 先看看天氣：假設確定這是一個全天天氣晴朗的日子，我就可以比較彈性的 #安排出發時間。通常夏天下午會開始下季雨，假設下午下雨的話，山區通常會在一兩點開始起霧或是出現多雲的情況，這個時候我們就必須要把時間往前拉到日出而作囉～因為一但開始起霧多雲，在山裡的天色很快就會黑，接著又濕又冷！＊不要在颱風天和連續大雨天即其後一兩天去溯溪，每一條溪流漲流的程度不同但是都有危險性。
-
2. 看路線圖：通常我們確定想要去的地方以後，先查看路徑長什麼樣子，如果google, blogs或是小飛 @followxiaofei 的網頁上有說明路線，要仔細看清楚那些路線地形跟時間長短是不是自己能力所及。如果自己也不確定，還是可以問網路上有去過的人該溪流路線的狀況，再自己評估狀況確認目標。
-
3. 但如果你是毫無頭緒要去哪一條溪流，我之後會大概整理出來台灣各地的溪流清單，或是問我推薦的溪流，也可以打開小飛的台灣溯溪地圖啦！小飛全台灣溯溪地圖傳送門???? https://www.google.com/maps/d/u/0/viewer?hl=zh-TW&mid=1kK_pmoT7QZRcTe3-8D-lNVlUzxU&ll=24.26994125976119%2C121.45227623046867&z=10
打開後你會看到小飛紀錄全台灣的瀑布，依據你想要去的地區開始找，同時比對小飛官網的資訊，找到合自己胃口的瀑布跟路線，有時候我也會去Instagram找別人#hashtag 的照片來觀摩一下～
-
4. 規劃安排好時間：如果天時地利人和目標都確定了，就可以開始安排計劃時間啦！從當天太陽下山(或是天氣變壞之前)開始算起，往前回推的時間要包括「單程開車+溯溪來回+休息時間」，如果 #很愛拍照的 要自行留一些多餘拍照的時間！休息時間可以依據每個人休息時是否會野炊而定。(小提醒：通常不在大瀑布前方停留，因為很多瀑布打下來的風跟霧氣很涼，如果要在瀑布前停留，除了糧食跟水，建議大家有防水包的話可以塞一條毛巾披著防寒)
-
5. 接下來，如果找到了目標，或是在小飛的官方網站裡找得到瀑布的介紹的話，在每一頁的最下面都會有 #下載路線圖，如果你還沒有下載google map快去下載！點開那條路線的地圖可以讓後續上路一切順利！
-
6. 當你知道自己手裡握有小飛的法寶時，很快地你就會發現自己常常出現在這些密密麻麻的瀑布裡，屆時就正式成為身心自由溯溪人拉！
/
接下來的課程就要開始講到裝備了啦！還有很多大家想要問的問題嗎？包括要不要跟團、溯溪鞋牌子等等的問題都可以私訊問我喲！","elsgao
謝謝你的分享！
71 週1 個讚回覆
jefferyjuang
請問這是哪裡呢？??
71 週回覆
upsman
大力關注??
71 週1 個讚回覆
datjaychang
這太美
71 週1 個讚回覆
clairechi1128
謝謝你的分享！我也超愛看小飛的推薦的他很棒！
71 週1 個讚回覆
pipiiii0301
謝謝你的分享！超級讚
71 週1 個讚回覆
kkizas
So Beautiful????
71 週1 個讚回覆
yellow6636
??????
71 週1 個讚回覆
eddie__say
????????
71 週1 個讚回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #mountain #mountainclimbing #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
rexdavisphoto
Sometimes the light is just right and you get it...
57 週回覆
rocean___
#roceanlifestyle #rocean溯溪
50 週回覆",275,2018/8/9,1648,12,822,302,5,54
"既蘭嶼之後，開發綠島最像在冰島生存的巨石。 ??
Credit to @joshua105",,241,2018/8/8,1648,12,822,302,5,54
香港大帽山?? 這是香港的最高峰，不超過1000M，香港山的路徑都被規劃得好好的，一路舒舒服服地走著，最著名就是香港城山之間的距離，剛好可以一次抓進景框裡。,,285,2018/8/8,1648,12,822,302,5,54
一週綠島開外掛，自潛成就暫時達成！ 黑到發亮，因為天氣實在太好！曬到心曠神怡，天藍雲白海闊天空！,"simonttc_1223
好爽
72 週回覆
rocean___
#roceanocean
50 週回覆",257,2018/8/8,1648,12,822,302,5,54
"自由潛水 / 水肺潛水
#深海泡泡大軍","ryan_syu
第二張好屌
72 週1 個讚回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #exploretocreate #freediving #diving #freedivinggirl #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
thedriftingduo
This pic ??. Love your page!
57 週回覆
freedivefamily
wow! ????
57 週回覆
rocean___
#rocean下潛
50 週回覆",202,2018/8/6,1648,12,822,302,5,54
"海洋 / 人 / 島嶼
#探出頭視角","4yu0706
乾這個海拍得好美
72 週回覆
rocean___
#rocean下潛
50 週回覆",302,2018/8/6,1648,12,822,302,5,54
Feel the ocean. #Underwater20meters,"rocean___
#rocean下潛
50 週回覆",225,2018/8/5,1648,12,822,302,5,54
"即使片刻窒息的低潮，思維信念與純心值得永恆；即使個體滄海一栗，不要低估自己的靈魂。
-
一個人有著自己的故事，兩個人有了相互信任，穩穩地走著，久了就是價值。
/","amberruei
好文筆????
72 週回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #exploretocreate #freediving #diving #freedivinggirl #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
freedivefamily
wow! ????
57 週回覆",207,2018/8/3,1648,12,822,302,5,54
Behind the scenes. ?? #RIIBII,"ellvitz
Seriously killing it. Really loving this! Keep up the dope posts
72 週回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #exploretocreate #freediving #diving #freedivinggirl #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
57 週回覆
freedivefamily
wow! ????
57 週回覆
rexdavisphoto
Sweet shot, so vivid ??
57 週回覆",453,2018/8/2,1648,12,822,302,5,54
"Trust your safety, trust yourself.",,543,2018/8/1,1648,12,822,302,5,54
"在一座只有一條街的小島上，一切都好簡單。
-
不簡單的是，人與人大家朝夕相處，很快就看清楚每個人的性格，每個人的性質都很強烈，每個人都有自己的想法，有著自己對未來的期許，有著對彼此的計畫，互相交流熟悉忍耐包容。
-
看著事情發生，看著形狀出現，放在心裏。
-
這裡就是一個小小的社會，靜靜的看著這些人的變化，看著天光又暗沒，思考著咀嚼著，然後再回海裡洗把乾淨，深呼一口氣。","the_whale420
說的真棒??
73 週回覆
bboyyin
好想奔放><
73 週回覆
rocean___
#traveltaiwan #bpintaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #exploretocreate #artofvisuals #fatalframes #visualambassadors #freediving #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
64 週回覆",433,2018/7/31,1648,12,822,302,5,54
"幾年前在花蓮流浪，水肺潛水是每天都在接觸的海底活動，小琉球打工更是跟水肺無法分離，打魚樂潛夜潛已經變成生活的一部分，熟悉深海，但全部都靠著氣瓶讓我去觀察這海平面下的大宇宙。
-
其實到前陣子都對自由潛水都沒有很大的興趣，不排斥但是比起在海裡我更想花水肺的時間待在海地更久，更多時間來拍取畫面。
-
今天是上島後的第二天，意外的上了Afa的自由潛水課，意外憋一口氣下20，但是就算從小游泳，肺活量一直是我很不擅長的，不擅長憋氣，因為不擅長憋氣，下到海裡還是會害怕。這兩天在真正來接觸這個運動，打開自己不想面對的挫敗，面對深海，願意接受挑戰，也一下再下，慢慢練習，真的開啟自己的經驗跟視野。
-
不用好厲害不用擔心別人怎麼想，單單就是水下上來的時刻，多麼自由多麼放鬆，讓浮力帶著自己在水裡漂浮，練習放鬆原來是這樣，慢慢的來，讓一直以來都是緊張刺激冒險模式的我，上了很大一堂課。","sezuya
好美
73 週2 個讚回覆
gb_hung
好美??好棒??
73 週1 個讚回覆
pengzhou_chen
我也想買潛水殼了啦！！
73 週2 個讚回覆
dwchang
強喔!!
73 週1 個讚回覆
charliewth
好利害！
73 週1 個讚回覆
martin_by_8
哇.......
73 週1 個讚回覆
hhhhhangghoo
好靚
73 週回覆
caroloretan
:-)....
73 週1 個讚回覆
rocean___
#traveltaiwan #bpintaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #hypelife #urbanandstreet #shotzdelight #exploretocreate #artofvisuals #fatalframes #visualambassadors #freediving #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #bestcitypics #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacations
64 週回覆
annaruggeri_
Bella ??
64 週回覆
rocean___
#rocean下潛
50 週回覆",434,2018/7/30,1648,12,822,302,5,54
Are we ready for the Ocean Island Lifestyle? ???? Stay tuned.??,"_hsingyaliao_
很美
73 週回覆
eduardogphotos
Hermosa!!
73 週回覆
putty6118999
??
73 週回覆
laijack512
仙
73 週回覆
rocean___
#traveltaiwan #goprotaiwan #taiwan1 #minimalpeople #travelaram #taiwantrip #visualsoflife #mountain #mountainclimbing #exploreeverything #hsdailyfeature #hbouthere #beautifuldestinations #bestvacations #passionpassport #highsnobiety #illgrammers #modernoutdoors #instagood #AgameofTones #discover_Vacation
57 週回覆",409,2018/7/28,1648,12,822,302,5,54
